PMID,Title,Abstract,Journal,PubDate,PublicationYear,PublicationMonth,PublicationDay,Authors,AuthorKeywords,DOI,DOI_Link,PMC_Link,Volume,Issue,Language,Country,PublicationTypes,MeSH_Terms,AccessStatus,OA_Type,License,FreePDF_Link
32627156,The usefulness of periostin determination in gynecology and obstetrics.,"Periostin (POSTN) is a multifunctional glycoprotein that belongs to the group of extracellular matrix (ECM) proteins. Due to the molecular structure, cellular interactions, tissue locations as well functions of POSTN, we realize that its pivotal role is organization and regulation of ECM microenvironment. In available databases there is a lack of data summarizing current knowledge about POSTN expression in the field of gynecology and obstetrics. We conducted a search in PubMed of the National Library of Medicine and Google Scholar. Databases were extensively searched for all original and review articles/book chapters published in English until December 2019 and related to periostin expression. All relevant articles were reviewed and presented as appropriate. In the field of POSTN expression there is only one paper evaluating its involvement in cervical cancer cell metabolism and only two studies analyzing its myometrial commitment: maintenance during pregnancy and induction of parturition in physiology as well control of fibroids biology in pathology. Much more attention has been devoted to the expression of described protein in the endometriosis, and above all in ovarian cancer. Finally, a few studies carried out among pregnant women were presented. In this review study we presented current knowledge about periostin expression in the field of gynecology and obstetrics. Many achieved results are interesting and further studies are needed to verify some hypotheses. Structure, signaling pathways as well many functions of periostin are well-described. However, as it was clearly shown there is a lot of unknown issues which are waiting to be explored.",Ginekologia polska,2020,2020,,,Christopher Kobierzycki; Krzysztof J Latkowski; Piotr Dziegiel,POSTN; cancer; endometriosis; fibroid; gestation; leiomyoma; miscarriage; myoma; neoplasm; periostin; pregnancy,10.5603/GP.2020.0064,https://doi.org/10.5603/GP.2020.0064,,91,6,eng,Poland,"Journal Article; Research Support, Non-U.S. Gov't; Review",Cell Adhesion Molecules/metabolism; Female; Gynecology/standards; Humans; Neoplasm Metastasis; Obstetrics/standards; Uterine Cervical Neoplasms/metabolism,Open Access,gold,,https://journals.viamedica.pl/ginekologia_polska/article/download/GP.2020.0064/51289
37604701,Environmental sustainability in obstetrics and gynaecology: A systematic review.,"BACKGROUND: The healthcare sector is responsible for 4%-10% of global greenhouse gas emissions. Considering the broad range of care that obstetricians and gynaecologists provide, mitigation strategies within this specialty could result in significant reductions of the environmental footprint across the whole healthcare industry. OBJECTIVES: The aim of this review was to identify for what services, procedures and products within obstetric and gynaecological care the environmental impact has been studied, to assess the magnitude of such impact and to identify mitigation strategies to diminish it. SEARCH STRATEGY: The search strategy combined terms related to environmental impact, sustainability, climate change or carbon footprint, with the field of obstetrics and gynaecology. SELECTION CRITERIA: Articles reporting on the environmental impact of any service, procedure or product within the field of obstetrics and gynaecology were included. Included outcomes covered midpoint impact categories, CO2 emissions, waste generation and energy consumption. DATA COLLECTION AND ANALYSIS: A systematic literature search was conducted in the databases of MEDLINE (Ovid), Embase (Ovid) and Scopus, and a grey literature search was performed on Google Scholar and two websites of gynaecological associations. MAIN RESULTS: The scope of the investigated studies encompassed vaginal births, obstetric and gynaecological surgical procedures, menstrual products, vaginal specula and transportation to gynaecological oncologic consultations. Among the highest yielding mitigation strategies were displacing disposable with reusable materials and minimising content of surgical custom packs. The lowest yielding mitigation strategy was waste optimisation, including recycling. CONCLUSIONS: This systematic review highlights opportunities for obstetricians and gynaecologists to decrease their environmental footprint in many ways. More high-quality studies are needed to investigate the environmental impact of other aspects of women's and reproductive health care.",BJOG : an international journal of obstetrics and gynaecology,2024 Apr,2024,April,,Eva Sayone Cohen; Lisanne H J A Kouwenberg; Kate S Moody; Nicolaas H Sperna Weiland; Dionne Sofia Kringos; Anne Timmermans; Wouter J K Hehenkamp,carbon footprint; climate change; environmental pollution; environmental sustainability; gynaecology; obstetrics,10.1111/1471-0528.17637,https://doi.org/10.1111/1471-0528.17637,,131,5,eng,England,Systematic Review; Journal Article; Review,Female; Humans; Gynecology; Obstetrics; Carbon Footprint,Open Access,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1471-0528.17637
31425173,The Ob/Gyn and the transgender patient.,"PURPOSE OF REVIEW: Over the last few years, awareness and visibility of transgender individuals have exponentially grown. With this growth comes the need for medical providers who understand the unique needs of this population. The present review serves to help obstetrician-gynecologists recognize their important role in the care of these patients. RECENT FINDINGS: Although long-term data are still lacking in the medical care of individuals with gender dysphoria, standards of care for the medical treatment of transgender patients and long-term screening recommendations in the primary care setting were discussed. SUMMARY: Given their surgical expertise and experience with hormone management, obstetrician-gynecologists are in a unique position to provide quality healthcare in this population.",Current opinion in obstetrics & gynecology,2019 Oct,2019,October,,Jason Jarin,,10.1097/GCO.0000000000000562,https://doi.org/10.1097/GCO.0000000000000562,,31,5,eng,England,Journal Article; Review,Delivery of Health Care/methods; Female; Gender Dysphoria/therapy; Gynecology/methods; Humans; Male; Obstetrics/methods; Quality of Health Care; Transgender Persons,Closed Access,closed,,
29393042,Assessment and learning of ultrasound skills in Obstetrics & Gynecology .,"Ultrasound is a core skill in obstetrics-gynecology, but is highly operator-dependent. The evidence supporting the use of different methods for assessment and training of ultrasound skills was examined from different perspectives through a series of explorative and experimental studies. We found that ultrasound performance of trainees in obstetrics-gynecology depended on a combination of motor skills, visual skills, and cognitive skills. We then established international multispecialty consensus on an assessment instrument designed to evaluate ultrasound skills. The validity evidence of assessments made using this instrument was then examined using empirical data on the performances of obstetrician-gynecologists with different levels of clinical experience. There was evidence to suggest that technical aspects of trainee performance may need improvement, and that simulation-based ultrasound training may play a role by allowing trainees to achieve mastery levels prior to their clinical training. We found that the use of simulation-based ultrasound training led to immediate as well as sustained improvements in trainees' performances with patients. Moreover, simulation-based ultrasound training led to improvements in patient-reported discomfort, perceived safety, and confidence in the ultrasound operator. From an organizational perspective, we found evidence that providing initial simulation-based ultrasound training combined with clinical training reduced the need for supervised practice and repeated patient examinations. This evidence supported the hypothesis that simulation-based medical education can act as preparation for future learning. Finally, by taking a health economics perspective, we examined how ultrasound training could be linked to monetary costs, and demonstrated how training efficiency could be doubled using collaborative learning without negative consequences.",Danish medical journal,2018 Feb,2018,February,,Martin Grønnebæk Tolsgaard,,,,,65,2,eng,Denmark,Journal Article; Review,"Clinical Competence; Education, Medical, Graduate/methods; Gynecology/education; Humans; Internship and Residency; Obstetrics/education; Patient Safety; Simulation Training/methods; Ultrasonography",Unknown,,,
21598411,Acupuncture in obstetrics and gynecology: an overview of systematic reviews.,"Acupuncture is often recommended for obstetrical and gynecological conditions but the evidence is confusing. We aim to summarize all recent systematic reviews in this area. Western and Asian electronic databases were searched for systematic reviews of any type of acupuncture for any type of gynecological conditions. Our own files were hand-searched. Systematic reviews of any type of acupuncture for any type of gynecological conditions were included. Non-systematic reviews and systematic reviews published before 2004 were excluded. No language restrictions were applied. Data were extracted according to predefined criteria and analysed narratively. Twenty-four systematic reviews were included. They relate to a wide range of gynecological conditions: hot flashes, conception, dysmenorrhea, premenstrual syndrome, nausea/vomiting, breech presentation, back pain during pregnancy, and procedural pain. Nine systematic reviews arrived with clearly positive conclusions; however, there were many contradictions and caveats. The evidence for acupuncture as a treatment of obstetrical and gynecological conditions remains limited.",The American journal of Chinese medicine,2011,2011,,,Edzard Ernst; Myeong Soo Lee; Tae-Young Choi,,10.1142/S0192415X11008920,https://doi.org/10.1142/S0192415X11008920,,39,3,eng,Singapore,"Journal Article; Research Support, Non-U.S. Gov't; Review",Acupuncture Therapy; Female; Fertilization; Gynecology/methods; Hot Flashes/therapy; Humans; Menstruation Disturbances/therapy; Obstetrics/methods; Pregnancy; Pregnancy Complications/therapy; Review Literature as Topic,Closed Access,closed,,
31471403,Artificial Intelligence in Obstetrics and Gynaecology: Is This the Way Forward?,"An increasing trend in funding towards artificial intelligence (AI) research in medicine has re-animated huge expectations for future applications. Obstetrics and gynaecology remain highly litigious specialities, accounting for a large proportion of indemnity payments due to poor outcomes. Several challenges have to be faced in order to improve current clinical practice in both obstetrics and gynaecology. For instance, a complete understanding of fetal physiology and establishing accurately predictive antepartum and intrapartum monitoring are yet to be achieved. In gynaecology, the complexity of molecular biology results in a lack of understanding of gynaecological cancer, which also contributes to poor outcomes. In this review, we aim to describe some important applications of AI in obstetrics and gynaecology. We also discuss whether AI can lead to a deeper understanding of pathophysiological concepts in obstetrics and gynaecology, allowing delineation of some grey zones, leading to improved healthcare provision. We conclude that AI can be used as a promising tool in obstetrics and gynaecology, as an approach to resolve several longstanding challenges; AI may also be a means to augment knowledge and assist clinicians in decision-making in a variety of areas in obstetrics and gynaecology.","In vivo (Athens, Greece)",2019,2019,,,Elif Iliria Emin; Ece Emin; Apostolos Papalois; Fredric Willmott; Sonji Clarke; Michail Sideris,Artificial intelligence; IVF; fetal monitoring; gynaecological cancer; obstetrics and gynaecology; personalised medicine; review,10.21873/invivo.11635,https://doi.org/10.21873/invivo.11635,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6755029/,33,5,eng,Greece,Journal Article; Review,Artificial Intelligence; Female; Gynecology/methods; Gynecology/standards; Gynecology/trends; Humans; Medical Informatics/methods; Medical Informatics/standards; Medical Informatics/trends; Obstetrics/methods; Obstetrics/standards; Obstetrics/trends; Precision Medicine/methods; Precision Medicine/standards,Open Access,gold,,https://iv.iiarjournals.org/content/invivo/33/5/1547.full.pdf
26048151,Fellowship training and board certification in reproductive endocrinology and infertility.,"Reproductive endocrinology and infertility (REI) is one of the original officially recognized subspecialties in obstetrics and gynecology and among the earlier subspecialties in medicine. Recognized by the American Board of Obstetrics and Gynecology in 1972, fellowship programs are now 3 years in length following an obstetrics and gynecology residency. Originally focused on endocrine problems related to reproductive function, the assisted reproductive technologies (ART) have recently become the larger part of training during REI fellowships. It is likely that the subspecialty of REI strengthens the specialty of obstetrics and gynecology and enhances the educational experience of residents in the field. The value of training and certification in REI is most evident in the remarkable and consistent improvement in the success of ART procedures, particularly in vitro fertilization. The requirement for documented research activity during REI fellowships is likely to stimulate a more rapid adoption (translation) of newer research findings into clinical care after training. Although mandatory reporting of outcomes has been proposed as a reason for this improvement the rapid translation of reproductive research into clinical practice is likely to be a major cause. Looking forward, REI training should emphasize and strengthen education and research into the endocrine, environmental, and genetic aspects of female and male reproduction to improve the reproductive health and fertility of all women.",Fertility and sterility,2015 Jul,2015,July,,Joseph C Gambone; James H Segars; Marcelle Cedars; William D Schlaff,REI; certification; endocrinology; infertility; subspecialty; training,10.1016/j.fertnstert.2015.04.039,https://doi.org/10.1016/j.fertnstert.2015.04.039,,104,1,eng,United States,Journal Article; Review,Endocrinology/education; Endocrinology/standards; Female; Gynecology/education; Gynecology/standards; Humans; Infertility/diagnosis; Infertility/therapy; Internship and Residency/standards; Male; Obstetrics/education; Obstetrics/standards; Pregnancy; Reproductive Medicine/education; Reproductive Medicine/standards; Specialty Boards/standards,Open Access,hybrid,other-oa,https://doi.org/10.1016/j.fertnstert.2015.04.039
38553369,The Parental Leave Paradox in Obstetrics and Gynecology.,"Medical school, residency, and fellowship occur during peak reproductive years for most trainees. This poses certain challenges for medical trainees as they approach family-building decisions. While the demands of residency have been well-elucidated, attempts at mitigating these demands alongside parenthood have long been neglected across various specialties. These challenges are perhaps most pronounced in Obstetrics and Gynecology residency programs, which are made-up of an 85% female-identifying workforce and whose training focuses on prenatal and postpartum health. Recent literature suggests an improvement in attitudes and policies towards parental leave during medical graduate education, however, there remains a lack of uniformity across specialties and programs. Through a recently developed Parental Leave Task Force made up of Obstetrics and Gynecology Trainees, we sought to conduct a review of the literature examining parental leave policies and their implications across various specialties as a call for uniform parental leave policies for all residents.",Journal of surgical education,2024 May,2024,May,,Steph Schatzman-Bone; Allen A Ghareeb; Megan R Sax; Tesia G Kim,Obstetrics; gynecology; maternal leave; parental leave; paternal leave; postpartum; residency,10.1016/j.jsurg.2024.02.007,https://doi.org/10.1016/j.jsurg.2024.02.007,,81,5,eng,United States,Journal Article; Review,"Female; Humans; Pregnancy; Education, Medical, Graduate; Gynecology/education; Internship and Residency; Obstetrics/education; Parental Leave; United States",Closed Access,closed,,
33348415,Simulation-Based Ultrasound Training in Obstetrics and Gynecology: A Systematic Review and Meta-Analysis.,"OBJECTIVE: The purpose of this systematic review and meta-analysis was to examine the effects of simulation-based ultrasound training (SIM-UT) in obstetrics and gynecology compared to non-SIM-UT on trainee learning, clinical performance, patient-relevant outcomes, and cost of training. METHODS: A systematic search was performed in June 2019 in PubMed, Embase, and Scopus using search terms for the topic and the intervention as well as certain MESH terms. Inclusion criteria were defined in accordance with the PICO question. Studies published in any language involving SIM-UT in obstetrics and gynecology compared to non-SIM-UT or no training were included. The outcomes included effects on health care provider learning and clinical performance, patient-relevant outcomes, and cost of training. Two authors evaluated the study quality with the MERSQI instrument and the Oxford Quality Scoring System. A meta-analysis was planned for the included randomized controlled trials. RESULTS: 15 studies were included, and 11 studies were eligible for meta-analysis. SIM-UT was significantly superior to clinical training only and theoretical teaching with standard mean differences (SMD) of 0.84 (0.08-1.61) and 1.20 (0.37-2.04), respectively. However, SIM-UT was not superior to live model training; SMD of 0.65 (-3.25-4.55). Of all studies included in the meta-analysis, 91 % favored SIM-UT over clinical training alone, theoretical teaching, or in some cases live model training. CONCLUSION: In the field of obstetrics and gynecology, SIM-UT in addition to clinical training markedly improves trainee learning, clinical performance, as well as patient-perceived quality of care.","Ultraschall in der Medizin (Stuttgart, Germany : 1980)",2021 Dec,2021,December,,Caroline Taksøe-Vester; Liv Dyre; Jeppe Schroll; Ann Tabor; Martin Tolsgaard,,10.1055/a-1300-1680,https://doi.org/10.1055/a-1300-1680,,42,6,eng,Germany,Journal Article; Meta-Analysis; Systematic Review,Female; Gynecology/education; Humans; Obstetrics/education; Pregnancy; Simulation Training; Ultrasonography,Closed Access,closed,,
35924355,Enhancing interprofessional collaboration and interprofessional education in women's health.,"This article is from the 'To The Point' series from the Association of Professors of Gynecology and Obstetrics Undergraduate Medical Education Committee. The purpose of this review is to provide an understanding of the differing yet complementary nature of interprofessional collaboration and interprofessional education as well as their importance to the specialty of Obstetrics and Gynecology. We provide a historical perspective of how interprofessional collaboration and interprofessional education have become key aspects of clinical and educational programs, enhancing both patient care and learner development. Opportunities to incorporate interprofessional education within women's health educational programs across organizations are suggested. This is a resource for medical educators, learners, and practicing clinicians from any field of medicine or any health-care profession.",Medical education online,2022 Dec,2022,December,,Laura Baecher-Lind; Angela C Fleming; Rashmi Bhargava; Susan M Cox; Elise N Everett; David A Forstein; Shireen Madani Sims; Helen K Morgan; Christopher M Morosky; Celeste S Royce; Tammy S Sonn; Jill M Sutton; Scott C Graziano,Accreditation; clinical competence; communication skills; competency-based education; curriculum development; health-care professionals; interdisciplinary; medical education,10.1080/10872981.2022.2107419,https://doi.org/10.1080/10872981.2022.2107419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9359162/,27,1,eng,United States,Journal Article; Review,Curriculum; Female; Gynecology/education; Humans; Interprofessional Education; Interprofessional Relations; Obstetrics/education; Pregnancy; Women's Health,Open Access,gold,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/10872981.2022.2107419?needAccess=true
26333632,A History of the Hospitalist Movement.,"Hospitalists work in 90% of US hospitals with over 200 beds. With over 48,000 practicing hospitalists nationwide, the field of hospital medicine has grown rapidly in its 20 years of existence. Obstetrics and gynecology (OBGYN) hospitalists are uncovering similar drivers for their growth. Obstetricians cannot be in both the hospital and the office at the same time, they face an increased acuity of hospitalized patients demanding a full time presence, and hospitals are searching for physicians aligned with their goals. OBGYN hospitalists are at a similar point today at which hospital medicine was in the late 1990s.",Obstetrics and gynecology clinics of North America,2015 Sep,2015,September,,Jordan Messler; Winthrop F Whitcomb,History of hospitalists; Hospital medicine; Hospital-focused specialties; Hospitalists; Laborists; Patient safety,10.1016/j.ogc.2015.05.002,https://doi.org/10.1016/j.ogc.2015.05.002,,42,3,eng,United States,Historical Article; Journal Article; Review,"Clinical Competence; Continuity of Patient Care; Female; Gynecology/history; Gynecology/trends; History, 20th Century; History, 21st Century; Hospitalists/organization & administration; Hospitalists/trends; Humans; Obstetrics/history; Obstetrics/trends; Organizational Policy; Patient Safety; Pregnancy; Professional Role/history; Quality of Health Care/history; Quality of Health Care/trends; United States",Closed Access,closed,,
36882975,Decolonizing nursing education and research to address racial disparities in maternal health.,"PURPOSE: In this paper, we discuss the need to move beyond theoretical explorations of social determinants of health (SDoH) to addressing systemic racism and its effect on Black maternal health outcomes. We also address the importance of connecting nursing research, education and practice and offer suggestions on how to transform the teaching, research and clinical practice specific to Black maternal health. KNOWLEDGE DEVELOPMENT: A critical analysis of current Black maternal health teaching and research practices in nursing informed by the authors' experience in Black/African diasporic maternal health and reproductive justice. DISCUSSION: There is a need for nursing to be more intentional in addressing the effects of systemic racism on Black maternal health outcomes. In particular, there is still a substantial focus on race rather than racism as a risk factor. The focus on racial and cultural differences rather than systems of oppression continues to pathologize racialized groups while failing to address the impact of systemic racism on the health outcomes of Black women. CONCLUSION: Using a social determinant of health framework to examine maternal health disparities is useful; however, focusing on SDoH without challenging systems of oppression producing these disparities does not produce substantial changes. We suggest adding frameworks grounded in intersectionality, reproductive and racial justice and moving beyond biological assumptions about race that pathologize Black women. We also recommend a deliberate commitment to reshaping nursing research and education to centre anti-racist and anti-colonial practices that value community knowledge and practices. NO PATIENT OR PUBLIC CONTRIBUTION: The discussion in this paper is based on the author's expertise.",Journal of advanced nursing,2023 Jul,2023,July,,Favorite Iradukunda; Lucinda Canty,black maternal health; racial disparities; social determinants of health,10.1111/jan.15624,https://doi.org/10.1111/jan.15624,,79,7,eng,England,Journal Article; Review,"Female; Humans; Black or African American; Education, Nursing; Maternal Health; Racism; Social Determinants of Health; Reproductive Health; Social Justice",Closed Access,closed,,
33035242,"Social accountability for reproductive, maternal, newborn, child and adolescent health: A review of reviews.","Globally, increasing efforts have been made to hold duty-bearers to account for their commitments to improve reproductive, maternal, newborn, child and adolescent health (RMNCAH) over the past two decades, including via social accountability approaches: citizen-led, collective processes for holding duty-bearers to account. There have been many individual studies and several reviews of social accountability approaches but the implications of their findings to inform future accountability efforts are not clear. We addressed this gap by conducting a review of reviews in order to summarise the current evidence on social accountability for RMNCAH, identify factors contributing to intermediary outcomes and health impacts, and identify future research and implementation priorities. The review was registered with the International Prospective Register of Systematic Reviews (PROSPERO CRD42019134340). We searched eight databases and systematic review repositories and sought expert recommendations for published and unpublished reviews, with no date or language restrictions. Six reviews were analysed using narrative synthesis: four on accountability or social accountability approaches for RMNCAH, and two specifically examining perinatal mortality audits, from which we extracted information relating to community involvement in audits. Our findings confirmed that there is extensive and growing evidence for social accountability approaches, particularly community monitoring interventions. Few documented social accountability approaches to RMNCAH achieve transformational change by going beyond information-gathering and awareness-raising, and attention to marginalised and vulnerable groups, including adolescents, has not been well documented. Drawing generalisable conclusions about results was difficult, due to inconsistent nomenclature and gaps in reporting, particularly regarding objectives, contexts, and health impacts. Promising approaches for successful social accountability initiatives include careful tailoring to the social and political context, strategic planning, and multi-sectoral/multi-stakeholder approaches. Future primary research could advance the evidence by describing interventions and their results in detail and in their contexts, focusing on factors and processes affecting acceptability, adoption, and effectiveness.",PloS one,2020,2020,,,Frances Squires; Adriane Martin Hilber; Joanna Paula Cordero; Victoria Boydell; Anayda Portela; Miriam Lewis Sabin; Petrus Steyn,,10.1371/journal.pone.0238776,https://doi.org/10.1371/journal.pone.0238776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546481/,15,10,eng,United States,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review","Adolescent; Adolescent Health; Child; Child Health; Community Participation; Female; Health; Humans; Infant Health; Infant, Newborn; Male; Maternal Health; Needs Assessment; Perinatal Mortality; Pregnancy; Reproductive Health; Social Responsibility",Open Access,gold,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0238776&type=printable
39098778,Obstetrics and Gynecology Hospitalists as Champions of Drills and Simulation.,"Obstetrics and gynecology Hospitalists are not only skilled providers of emergency obstetric and gynecologic care but also safety officers who advocate for and maintain safety and quality in the hospital setting. In these areas and others, they play an essential role in championing and establishing simulation-based education in the hospital setting. The use of Simulations and Drills in maintaining quality and safety in patient care is nationally recognized by leading obstetric and gynecologic organizations.",Obstetrics and gynecology clinics of North America,2024 Sep,2024,September,,Lisbeth M McKinnon; Eileen M Reardon,Ob/gyn hospitalist; Obstetric and gynecologic simulation; Quality improvement; Simulation-based education,10.1016/j.ogc.2024.05.006,https://doi.org/10.1016/j.ogc.2024.05.006,,51,3,eng,United States,Journal Article; Review,Humans; Hospitalists/education; Obstetrics/education; Female; Gynecology/education; Simulation Training/methods; Pregnancy; Clinical Competence; Patient Safety,Closed Access,closed,,
31821921,Staffing needs for unscheduled activity in obstetrics and gynecology.,"INTRODUCTION: To determine a minimum threshold of medical staffing needs (obstetricians-gynecologists, anesthesiologists-resuscitation specialists, nurse-anesthetists, pediatricians, and midwives) to ensure the safety and quality of care for unscheduled obstetrics-gynecology activity. MATERIALS AND METHODS: Face to face meetings of French healthcare professionals involved in perinatal care in different types of practices (academic hospital, community hospital or private practice) who belong to French perinatal societies: French National College of Gynecologists-Obstetricians (CNGOF), the French Society of Anesthesia and Resuscitation Specialists (SFAR), the French Society of Neonatology (SFN), the French Society of Perinatal Medicine (SFMP), the National College of French Midwives (CNSF), and the French Federation of Perinatal Care Networks (FFRSP). RESULTS: Different minimum thresholds for each category of care provider were proposed according to the number of births/year in the facility. These minimum thresholds can be modulated upwards as a function of the level of care (Level 1, 2 or 3 for perinatal centers), existence of an emergency department, and responsibilities as a referral center for maternal-fetal and/or surgical care. For example, an obstetrics-gynecology department handling 3000-4500 births per year without serving as a referral center must have an obstetrician-gynecologist, an anesthesiologist-resuscitation specialist, a nurse-anesthetist, and a pediatrician onsite specifically to provide care for unscheduled obstetrics-gynecology needs and a second obstetrician-gynecologist available within a time compatible with security requirements 24/7; the number of midwives always present (24/7) onsite and dedicated to unscheduled care is 5.1 for 3000 births and 7.2 for 4500 births. A maternity unit's occupancy rate must not exceed 85 %. CONCLUSION: The minimum thresholds proposed here are intended to improve the safety and quality of care of women who require unscheduled care in obstetrics-gynecology or during the perinatal period.","European journal of obstetrics, gynecology, and reproductive biology",2020 Feb,2020,February,,Loïc Sentilhes; Fabienne Galley-Raulin; Claire Boithias; Michel Sfez; François Goffinet; Sylvie Le Roux; Dan Benhamou; Jean-Michel Garnier; Sabine Paysant; Stéphane Bounan; Christine Michel; Jean Coudray; Jean-Christophe Rozé; Benoit Elleboode; Anne-Sophie Ducloy-Bouthors,Anesthesiology-resuscitation; Midwives; Neonatal and maternal mortality and morbidity; Neonatology; Obstetrics-gynecology; Quality and safety of care; Thresholds,10.1016/j.ejogrb.2019.11.020,https://doi.org/10.1016/j.ejogrb.2019.11.020,,245,,eng,Ireland,Journal Article; Review,Delivery of Health Care/standards; Delivery of Health Care/statistics & numerical data; Emergency Medical Services/standards; Emergency Medical Services/supply & distribution; Female; France; Gynecology/methods; Gynecology/standards; Health Workforce/statistics & numerical data; Humans; Midwifery/methods; Midwifery/standards; Obstetrics/methods; Obstetrics/standards; Personnel Staffing and Scheduling/standards; Personnel Staffing and Scheduling/statistics & numerical data; Pregnancy; Quality Improvement,Open Access,hybrid,other-oa,http://www.ejog.org/article/S0301211519305354/pdf
20661038,Simulation and team training.,"The use of simulation-based methods for clinical and team training provides an opportunity for health care professionals to develop and maintain the skills required to effectively manage patient care. This is especially true for those rare events when emergency interventions require urgent, accurate, and cohesive team functioning. We present a framework for considering simulation-based training, examine contextual factors and the outcomes of research conducted to date in this area, and provide suggestions for selecting simulation-based approaches for developing obstetrics and gynecology teams in multiple contexts.",Clinical obstetrics and gynecology,2010 Sep,2010,September,,Pamela B Andreatta; Alexandra S Bullough; David Marzano,,10.1097/GRF.0b013e3181ec1a48,https://doi.org/10.1097/GRF.0b013e3181ec1a48,,53,3,eng,United States,Journal Article; Review,Clinical Competence; Computer Simulation; Curriculum; Gynecology/education; Humans; Inservice Training; Manikins; Medical Errors/prevention & control; Obstetrics/education; Patient Care Team; Patient Simulation; Teaching/methods,Closed Access,closed,,
31056132,Emerging Role of Drills and Simulations in Patient Safety.,"Ensuring patient safety and optimizing outcomes in obstetrics and gynecology through improving technical skills, enhancing team performance, and decreasing medical errors has resulted in significant interest in incorporating drills and simulation into medical training, continuing education, and multidisciplinary team practice. Drills and simulations are ideal because of their wide range of application with various learners and settings. They provide a safe space to learn and maintain technical skills and to improve knowledge, confidence, communication, and teamwork behaviors, particularly for less common, high-stakes clinical scenarios.",Obstetrics and gynecology clinics of North America,2019 Jun,2019,June,,Jean-Ju Sheen; Dena Goffman,Drills and simulations in gynecology; Drills and simulations in obstetrics; Drills and simulations in patient safety in gynecology; Drills and simulations in patient safety in obstetrics,10.1016/j.ogc.2019.01.009,https://doi.org/10.1016/j.ogc.2019.01.009,,46,2,eng,United States,Journal Article; Review,"Animals; Clinical Competence/standards; Education, Medical, Continuing/methods; Female; Gynecology/education; Humans; Medical Errors/prevention & control; Obstetrics/education; Patient Safety; Pregnancy; Simulation Training",Closed Access,closed,,
34952793,Start here- principles of effective undergraduate training.,"Obstetric and gynaecology undergraduate training is an intense time for learners as they encounter various health conditions related to women's health and also learn about pregnancy care and birth. The experience is directed to familiarise students with basic clinical management of gynaecological conditions, also develop communication and related core examination and procedural skills. Similarly, midwifery training encompasses independent care of low-risk pregnant women and assist in care of high-risk pregnancy in partnership with obstetricians. Although its necessary to acquaint most learners with core clinical skills in obstetrics and gynaecology, learning opportunities on patients can be limited, due to the intrusive nature of women's health examination. Simulation Based Education (SBE) can facilitate learning hands-on clinical examination and procedural skills, using realistic part-task and high-fidelity simulators prior to approaching patients. This can apply to both medical and midwifery undergraduate training, further creating opportunities for professional interaction and shared learning space to facilitate interprofessional education. IPE has been shown to improve professional relationships in practicing clinicians. This learning pedagogy can be applied in the undergraduate setting as well, to decrease risk of conflict and appreciate roles of other interprofessional staff in future clinical practice. In this chapter we highlight some challenges faced by medical and midwifery undergraduates in their learning from a global perspective. We also describe some teaching and learning initiatives that can be applicable across various settings of obstetrics, gynaecology medical undergraduate and midwifery teaching with relevant case studies to facilitate new graduates preparedness for practice.",Best practice & research. Clinical obstetrics & gynaecology,2022 Apr,2022,April,,Arunaz Kumar; Charles Ameh,Interprofessional education; Midwifery; Obstetric; Skilled health personnel; undergraduate,10.1016/j.bpobgyn.2021.11.010,https://doi.org/10.1016/j.bpobgyn.2021.11.010,,80,,eng,Netherlands,Journal Article; Review,Clinical Competence; Female; Gynecology/education; Humans; Midwifery; Obstetrics/education; Pregnancy; Students,Closed Access,closed,,
